SHIPCODE,CATEGORYCODE,ITINERARYID,GUESTRATEAMOUNT,GOVTFEESANDTAXES,VOYAGE,CURRENCYCODE,TOUR_ID
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A507NS,2518,170000,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,2518,0,X557,CAD,1.00
AA,A,A5RS14,4798,0,X533A,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A5RS14,4199,0,X539A,USD,1.00
AA,A,A507SS,2299,0,X540,USD,1.00
AA,A,A507SS,2299,0,X540,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A5RS14,4318,0,X557A,CAD,1.00
AA,A,A507SS,2758,0,X558,CAD,1.00
AA,A,A507SS,2758,0,X558,CAD,1.00
AA,A,A507SS,2758,0,X558,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,S5S18F,4918,0,X565,CAD,1.00
AA,A,S5S18F,4918,0,X565,CAD,1.00
AA,A,S621NW,10078,0,X607,CAD,1.00
AA,A,S621NW,10078,0,X607,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507SS,2299,0,X542,USD,1.00
AA,A,A507SS,1899,0,X542,USD,1.00
AA,A,A507SS,1899,0,X542,USD,1.00
AA,A,A5RS14,4049,0,X547A,USD,1.00
AA,A,S621NW,8399,0,X607,USD,1.00
AA,A,A507SS,1999,0,X538,USD,1.00
AA,A,A507NS,2199,0,X539,USD,1.00
AA,A,S6S34W,880600,99274,X613B,AUD,1.00
AA,A,S6S34W,880600,99274,X613B,AUD,1.00
AA,A,S6S34W,880600,99274,X613B,AUD,1.00
AA,A,S6S34W,880600,99274,X613B,AUD,1.00
AA,A,A507NS,522660,39370,X551,CAD,1.00
AA,A,S6S14W,521880,55468,X613,CAD,1.00
AA,A,AN670S,570900,38309,X676,AUD,1.00
AA,A,A507NS,1999,0,X541,USD,1.00
AA,A,A507NS,1999,0,X541,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,3649,0,X541A,USD,1.00
AA,A,A5RS14,3649,0,X541A,USD,1.00
AA,A,AG67S0,147900,14616,X650,GBP,1.00
AA,A,A6RS14,766900,49212,X669A,AUD,1.00
AA,A,S614SW,296200,33628,X612,EUR,1.00
AA,A,S614SW,296200,33628,X612,EUR,1.00
AA,A,S614SW,296200,33628,X612,EUR,1.00
AA,A,S614SW,296200,33628,X612,EUR,1.00
AA,A,S6S14W,434900,46224,X613,USD,1.00
AA,A,A507SS,1899,0,X542,USD,1.00
AA,A,A507SS,2299,0,X548,USD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A507NS,2299,0,X549,USD,1.00
AA,A,A507SS,1899,170000,X550,USD,1.00
AA,A,A507SS,3349,0,X550,USD,1.00
AA,A,A507NS,1899,170000,X551,USD,1.00
AA,A,A507NS,1899,170000,X551,USD,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,AG67S0,178900,18561,X650,EUR,1.00
AA,A,A507SS,409200,22704,X538,EUR,1.00
AA,A,S6N21W,1052700,67153,X606,AUD,1.00
AA,A,S6N21W,1052700,67153,X606,AUD,1.00
AA,A,A507NS,317600,26807,X549,EUR,1.00
AA,A,A507NS,317600,26807,X549,EUR,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,4099,0,X562,USD,1.00
AA,A,S5S18F,4099,0,X565,USD,1.00
AA,A,S5S18F,4099,0,X565,USD,1.00
AA,A,S5S18F,4099,0,X565,USD,1.00
AA,A,S5S18F,4099,0,X565,USD,1.00
AA,A,AS607X,410600,26930,X653,USD,1.00
AA,A,AS607X,410600,26930,X653,USD,1.00
AA,A,AS607X,710870,41241,X675,CAD,1.00
AA,A,A507SS,1046348,27315,X538,CAD,1.00
AA,A,A6RS14,685900,49714,X654A,AUD,1.00
AA,A,S6S20W,459900,35021,X615A,USD,1.00
AA,A,A507NS,291300,28316,X557,EUR,1.00
AA,A,A507NS,291300,28316,X557,EUR,1.00
AA,A,AN670S,460600,32823,X674,USD,1.00
AA,A,A507SS,879435,22763,X540,USD,1.00
AA,A,A507SS,879435,22763,X540,USD,1.00
AA,A,A507NS,502640,38093,X549,CAD,1.00
AA,A,AN670S,390600,32995,X651,USD,1.00
AA,A,A507SS,691900,34725,X538,AUD,1.00
AA,A,A507SS,1055322,27199,X548,CAD,1.00
AA,A,S6S14W,263700,31155,X613,GBP,1.00
AA,A,S6S34W,989880,91639,X613B,CAD,1.00
AA,A,AS607X,598400,35667,X677,USD,1.00
AA,A,A507NS,396600,27888,X551,EUR,1.00
AA,A,A6RS14,653035,49327,X666A,CAD,1.00
AA,A,H6H18W,396600,19341,X621,EUR,1.00
AA,A,A507SS,1055322,27324,X542,CAD,1.00
AA,A,A507SS,1055322,27324,X542,CAD,1.00
AA,A,AN670S,393500,26039,X666,EUR,1.00
AA,A,AN670S,393500,26039,X666,EUR,1.00
AA,A,AN670S,393500,26039,X666,EUR,1.00
AA,A,S6S24W,635880,53017,X615,CAD,1.00
AA,A,S6S24W,635880,53017,X615,CAD,1.00
AA,A,S6S24W,635880,53017,X615,CAD,1.00
AA,A,AN670S,333100,26466,X654,EUR,1.00
AA,A,A5RS14,3598,0,X539A,CAD,1.00
AA,A,A5RS14,3598,0,X539A,CAD,1.00
AA,A,A5RS14,3598,0,X539A,CAD,1.00
AA,A,A507SS,2038,0,X540,CAD,1.00
AA,A,A5RS14,5698,0,X541A,CAD,1.00
AA,A,S6S20W,291200,23604,X615A,GBP,1.00
AA,A,AN670S,529580,37746,X674,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A507NS,2278,0,X551,CAD,1.00
AA,A,AN670S,334000,20507,X666,GBP,1.00
AA,A,S5N21H,1043880,52803,X576,CAD,1.00
AA,A,AN670S,510900,38273,X651,AUD,1.00
AA,A,AN670S,510900,38273,X651,AUD,1.00
AA,A,A6RS14,308900,27495,X678A,GBP,1.00
AA,A,S6N21W,904900,51656,X606,USD,1.00
AA,A,S6N21W,904900,51656,X606,USD,1.00
AA,A,S6N21W,904900,51656,X606,USD,1.00
AA,A,S6S24W,412300,37554,X615,EUR,1.00
AA,A,S6S24W,412300,37554,X615,EUR,1.00
AA,A,S514SF,425880,55371,X569,CAD,1.00
AA,A,S514SF,425880,55371,X569,CAD,1.00
AA,A,A507SS,616640,43219,X558,CAD,1.00
AA,A,AS607X,402400,22531,X668,GBP,1.00
AA,A,AS607X,402400,22531,X668,GBP,1.00
AA,A,A5RS14,306100,25448,X533A,GBP,1.00
AA,A,S6S38W,894900,85526,X613A,USD,1.00
AA,A,S6S38W,894900,85526,X613A,USD,1.00
AA,A,S6S38W,894900,85526,X613A,USD,1.00
AA,A,S6S38W,894900,85526,X613A,USD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A507SS,4018,0,X550,CAD,1.00
AA,A,A507NS,2638,0,X551,CAD,1.00
AA,A,A5RS14,4438,0,X551A,CAD,1.00
AA,A,A507SS,3538,0,X538,CAD,1.00
AA,A,A5RS14,5338,0,X539A,CAD,1.00
AA,A,A5RS14,5338,0,X539A,CAD,1.00
AA,A,A5RS14,5338,0,X539A,CAD,1.00
AA,A,A5RS14,3598,173000,X539A,CAD,1.00
AA,A,A5RS14,3598,173000,X539A,CAD,1.00
AA,A,A507SS,2998,0,X540,CAD,1.00
AA,A,A507NS,2758,0,X541,CAD,1.00
AA,A,A5RS14,431880,45504,X549A,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A507SS,2278,0,X542,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507SS,2949,0,X538,USD,1.00
AA,A,A507NS,1699,170000,X539,USD,1.00
AA,A,A507NS,2199,0,X539,USD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A507SS,2278,0,X556,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A5RS14,473880,45445,X547A,CAD,1.00
AA,A,A507NS,712900,43052,X539,AUD,1.00
AA,A,S6S14W,489800,60091,X613,AUD,1.00
AA,A,A507NS,677600,51882,X547,AUD,1.00
AA,A,A5RS14,411000,25558,X549A,GBP,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507SS,2278,170000,X542,CAD,1.00
AA,A,A507SS,2278,170000,X542,CAD,1.00
AA,A,A507SS,2278,170000,X542,CAD,1.00
AA,A,A507SS,2278,0,X542,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A6RS14,517900,43271,X676A,USD,1.00
AA,A,A6RS14,517900,43271,X676A,USD,1.00
AA,A,AN670S,313200,26395,X651,EUR,1.00
AA,A,A5RS14,4018,0,X549A,CAD,1.00
AA,A,A5RS14,4018,0,X549A,CAD,1.00
AA,A,A5RS14,4018,0,X549A,CAD,1.00
AA,A,A507SS,2278,0,X550,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507NS,2038,0,X539,CAD,1.00
AA,A,S5S18F,4318,0,X565,CAD,1.00
AA,A,S5S18F,4318,0,X565,CAD,1.00
AA,A,S5S18F,4318,0,X565,CAD,1.00
AA,A,S621NW,10078,0,X607,CAD,1.00
AA,A,A507NS,1699,0,X539,USD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A5RS14,2999,0,X539A,USD,1.00
AA,A,A5RS14,2999,0,X539A,USD,1.00
AA,A,A5RS14,2999,0,X539A,USD,1.00
AA,A,A507SS,2599,0,X542,USD,1.00
AA,A,A507SS,2599,0,X542,USD,1.00
AA,A,A507SS,1899,170000,X542,USD,1.00
AA,A,A507SS,1899,170000,X542,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A6RS14,567900,42424,X669A,USD,1.00
AA,A,A507NS,339800,26900,X547,GBP,1.00
AA,A,A507NS,339800,26900,X547,GBP,1.00
AA,A,A6RS14,538035,50190,X678A,CAD,1.00
AA,A,A6RS14,374900,26728,X669A,GBP,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,A507NS,1899,0,X551,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,S514SF,2699,0,X573,USD,1.00
AA,A,A5RS14,534900,38118,X539A,USD,1.00
AA,A,AS607X,492400,28610,X668,EUR,1.00
AA,A,A6RS14,631900,50626,X678A,AUD,1.00
AA,A,A6RS14,631900,50626,X678A,AUD,1.00
AA,A,A6RS14,631900,50626,X678A,AUD,1.00
AA,A,A5RS14,5038,0,X539A,CAD,1.00
AA,A,A5RS14,5038,0,X539A,CAD,1.00
AA,A,A5RS14,5038,0,X539A,CAD,1.00
AA,A,A507SS,2038,170000,X540,CAD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A507SS,3349,0,X550,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A507NS,2099,170000,X557,USD,1.00
AA,A,A507NS,2099,0,X557,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,3699,0,X557A,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,S5S18F,4149,0,X565,USD,1.00
AA,A,S5S18F,4149,0,X565,USD,1.00
AA,A,A5RS14,3999,0,X533A,USD,1.00
AA,A,A507NS,2099,0,X539,USD,1.00
AA,A,A5RS14,3299,0,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A507SS,1699,0,X540,USD,1.00
AA,A,A507SS,1699,0,X540,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,S6S38W,958700,111184,X613A,AUD,1.00
AA,A,S6S38W,958700,111184,X613A,AUD,1.00
AA,A,S6S38W,958700,111184,X613A,AUD,1.00
AA,A,S5S14F,509880,48171,X568,CAD,1.00
AA,A,S5S14F,509880,48171,X568,CAD,1.00
AA,A,AN670S,558380,37428,X669,CAD,1.00
AA,A,AN670S,546880,37908,X663,CAD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A507SS,2299,0,X548,USD,1.00
AA,A,A507SS,2299,0,X548,USD,1.00
AA,A,H5H17F,287100,12791,X562,GBP,1.00
AA,A,AN670S,445600,32645,X657,USD,1.00
AA,A,AN670S,445600,32645,X657,USD,1.00
AA,A,AN670S,393500,26036,X669,EUR,1.00
AA,A,A507SS,329400,24274,X558,GBP,1.00
AA,A,A507SS,329400,24274,X558,GBP,1.00
AA,A,A6RS14,547900,42863,X663A,USD,1.00
AA,A,A6RS14,547900,42863,X663A,USD,1.00
AA,A,H6H18W,4999,0,X621,USD,1.00
AA,A,H6H18W,4999,0,X621,USD,1.00
AA,A,A6RS14,712900,49737,X657A,AUD,1.00
AA,A,S6S38W,667200,72698,X613A,EUR,1.00
AA,A,A507SS,354200,22704,X550,EUR,1.00
AA,A,A507SS,354200,22704,X550,EUR,1.00
AA,A,A507SS,465600,27070,X556,USD,1.00
AA,A,AS607X,482300,28689,X675,EUR,1.00
AA,A,AS607X,628700,35300,X673,USD,1.00
AA,A,A5RS14,411000,25558,X549A,GBP,1.00
AA,A,A5RS14,411000,25558,X549A,GBP,1.00
AA,A,A6RS14,752900,50185,X674A,AUD,1.00
AA,A,A507SS,3049,0,X550,USD,1.00
AA,A,A507SS,3049,0,X550,USD,1.00
AA,A,A507NS,1899,0,X551,USD,1.00
AA,A,AN670S,268700,20787,X651,GBP,1.00
AA,A,AS607X,482700,28256,X665,EUR,1.00
AA,A,AS607X,482700,28256,X665,EUR,1.00
AA,A,AS607X,482700,28256,X665,EUR,1.00
AA,A,S6S14W,414900,47058,X611,USD,1.00
AA,A,S6S34W,614900,64911,X613B,EUR,1.00
AA,A,S6N21W,1085880,61987,X606,CAD,1.00
AA,A,A507NS,360100,22114,X551,GBP,1.00
AA,A,AS607X,788700,41358,X662,AUD,1.00
AA,A,A5RS14,359900,38328,X551A,USD,1.00
AA,A,A5RS14,364600,32191,X547A,EUR,1.00
AA,A,A5RS14,364600,32191,X547A,EUR,1.00
AA,A,A5RS14,364600,32191,X547A,EUR,1.00
AA,A,S614SW,364900,39563,X612,USD,1.00
AA,A,A6RS14,641535,49753,X674A,CAD,1.00
AA,A,A6RS14,641535,49753,X674A,CAD,1.00
AA,A,AS607X,711470,40619,X665,CAD,1.00
AA,A,S6N21W,705900,43907,X606,EUR,1.00
AA,A,S6N21W,705900,43907,X606,EUR,1.00
AA,A,A5RS14,364400,32401,X539A,EUR,1.00
AA,A,A5RS14,364400,32401,X539A,EUR,1.00
AA,A,A5RS14,364400,32401,X539A,EUR,1.00
AA,A,AN670S,308700,20807,X676,GBP,1.00
AA,A,A5RS14,735700,49453,X541A,AUD,1.00
AA,A,A5RS14,735700,49453,X541A,AUD,1.00
AA,A,AN670S,283700,20810,X678,GBP,1.00
AA,A,S6S24W,529900,44181,X615,USD,1.00
AA,A,S6S24W,529900,44181,X615,USD,1.00
AA,A,S6S24W,529900,44181,X615,USD,1.00
AA,A,A5RS14,394900,37871,X547A,USD,1.00
AA,A,A5RS14,394900,37871,X547A,USD,1.00
AA,A,AS607X,402700,22239,X673,GBP,1.00
AA,A,A507NS,264800,22452,X557,GBP,1.00
AA,A,A507NS,487400,43306,X557,AUD,1.00
AA,A,A507SS,2038,0,X540,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A507NS,2278,0,X547,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,A507SS,2758,0,X548,CAD,1.00
AA,A,AS607X,618700,35322,X665,USD,1.00
AA,A,A507SS,2278,170000,X556,CAD,1.00
AA,A,A507SS,2278,170000,X556,CAD,1.00
AA,A,A5RS14,4438,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,H5H17F,4678,0,X562,CAD,1.00
AA,A,H5H17F,4678,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,A507SS,2878,0,X538,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507NS,2638,0,X539,CAD,1.00
AA,A,A507NS,2638,0,X539,CAD,1.00
AA,A,A507NS,2638,0,X539,CAD,1.00
AA,A,S5N21H,722400,37402,X576,EUR,1.00
AA,A,AN670S,611400,37757,X666,AUD,1.00
AA,A,A507SS,611900,34725,X550,AUD,1.00
AA,A,A6RS14,361900,27005,X663A,GBP,1.00
AA,A,AS607X,392400,22593,X675,GBP,1.00
AA,A,A507NS,375100,22322,X539,GBP,1.00
AA,A,S5N21H,560200,29659,X576,GBP,1.00
AA,A,S5N21H,560200,29659,X576,GBP,1.00
AA,A,S5N21H,560200,29659,X576,GBP,1.00
AA,A,A6RS14,347900,27013,X657A,GBP,1.00
AA,A,A5RS14,604300,50561,X557A,AUD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A5RS14,5818,0,X533A,CAD,1.00
AA,A,A5RS14,5818,0,X533A,CAD,1.00
AA,A,A5RS14,5818,0,X533A,CAD,1.00
AA,A,A5RS14,4858,0,X539A,CAD,1.00
AA,A,A5RS14,4858,0,X539A,CAD,1.00
AA,A,A5RS14,3958,0,X539A,CAD,1.00
AA,A,A5RS14,3958,0,X539A,CAD,1.00
AA,A,A5RS14,3598,173000,X539A,CAD,1.00
AA,A,A507SS,2878,0,X540,CAD,1.00
AA,A,A507NS,2758,0,X541,CAD,1.00
AA,A,A507NS,2398,170000,X541,CAD,1.00
AA,A,A507NS,2398,170000,X541,CAD,1.00
AA,A,A507SS,2398,0,X558,CAD,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507SS,2758,0,X548,CAD,1.00
AA,A,A507NS,2758,0,X549,CAD,1.00
AA,A,A507SS,2278,0,X550,CAD,1.00
AA,A,A507NS,2499,0,X541,USD,1.00
AA,A,A507NS,2499,0,X541,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A507NS,2299,0,X547,USD,1.00
AA,A,A507NS,2299,0,X547,USD,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A507SS,2299,0,X548,USD,1.00
AA,A,A507SS,2299,0,X548,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A507NS,1899,0,X551,USD,1.00
AA,A,A507NS,1899,0,X551,USD,1.00
AA,A,A5RS14,3599,0,X557A,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A5RS14,3999,0,X533A,USD,1.00
AA,A,A507NS,1699,0,X539,USD,1.00
AA,A,A507SS,2499,0,X540,USD,1.00
AA,A,AS607X,744200,40826,X656,AUD,1.00
AA,A,AS607X,744200,40826,X656,AUD,1.00
AA,A,A5RS14,345700,25833,X551A,GBP,1.00
AA,A,A507NS,286200,20958,X549,GBP,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A507SS,2599,0,X548,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,3349,0,X549A,USD,1.00
AA,A,A507SS,1999,0,X538,USD,1.00
AA,A,A507SS,2399,0,X538,USD,1.00
AA,A,A507NS,1699,0,X539,USD,1.00
AA,A,A5RS14,4449,0,X539A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,S621NW,8399,0,X607,USD,1.00
AA,A,S621NW,8399,0,X607,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A6RS14,739900,49721,X663A,AUD,1.00
AA,A,A507NS,418900,31745,X549,USD,1.00
AA,A,S6S14W,497880,56470,X611,CAD,1.00
AA,A,A6RS14,453900,34314,X666A,EUR,1.00
AA,A,A6RS14,453900,34314,X666A,EUR,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,384900,38893,X557A,USD,1.00
AA,A,A5RS14,384900,38893,X557A,USD,1.00
AA,A,A5RS14,384900,38893,X557A,USD,1.00
AA,A,AS607X,722470,41127,X668,CAD,1.00
AA,A,AS607X,722470,41127,X668,CAD,1.00
AA,A,S6S24W,612400,57435,X615,AUD,1.00
AA,A,S5S14F,497700,52186,X568,AUD,1.00
AA,A,S5S14F,497700,52186,X568,AUD,1.00
AA,A,A5RS14,461880,46671,X557A,CAD,1.00
AA,A,A5RS14,461880,46671,X557A,CAD,1.00
AA,A,A5RS14,461880,46671,X557A,CAD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A507SS,576660,32054,X550,CAD,1.00
AA,A,AN670S,571300,37867,X657,AUD,1.00
AA,A,S621NW,1062800,57049,X607,AUD,1.00
AA,A,A6RS14,373900,34915,X678A,EUR,1.00
AA,A,A6RS14,373900,34915,X678A,EUR,1.00
AA,A,A507SS,879435,22771,X542,USD,1.00
AA,A,A6RS14,453900,33940,X669A,EUR,1.00
AA,A,A5RS14,331000,25525,X547A,GBP,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,755900,49232,X547A,AUD,1.00
AA,A,A5RS14,755900,49232,X547A,AUD,1.00
AA,A,H5H17F,358700,16132,X562,EUR,1.00
AA,A,AS607X,432800,28156,X656,EUR,1.00
AA,A,A507NS,580440,48251,X539,CAD,1.00
AA,A,S6S14W,263100,31716,X611,GBP,1.00
AA,A,S6S14W,263100,31716,X611,GBP,1.00
AA,A,S6S38W,527200,57645,X613A,GBP,1.00
AA,A,S6S38W,527200,57645,X613A,GBP,1.00
AA,A,S6S38W,527200,57645,X613A,GBP,1.00
AA,A,S6S34W,493400,51469,X613B,GBP,1.00
AA,A,S6S34W,493400,51469,X613B,GBP,1.00
